test_id,node,test_category,test_description,test,result,failure_reason
428,DCI,IP Reachability,ip reachability test p2p links,Source: DCI_Ethernet1 - Destination: borderleaf1-DC1_Ethernet12,FAIL,100% packet loss
429,DCI,IP Reachability,ip reachability test p2p links,Source: DCI_Ethernet2 - Destination: borderleaf2-DC1_Ethernet12,FAIL,100% packet loss
430,DCI,IP Reachability,ip reachability test p2p links,Source: DCI_Ethernet3 - Destination: borderleaf1-DC2_Ethernet12,FAIL,100% packet loss
431,leaf1-DC1,IP Reachability,ip reachability test p2p links,Source: leaf1-DC1_Ethernet3 - Destination: spine1-DC1_Ethernet2,FAIL,100% packet loss
432,leaf1-DC1,IP Reachability,ip reachability test p2p links,Source: leaf1-DC1_Ethernet4 - Destination: spine2-DC1_Ethernet2,FAIL,100% packet loss
433,leaf1-DC1,IP Reachability,ip reachability test p2p links,Source: leaf1-DC1_Ethernet5 - Destination: spine3-DC1_Ethernet2,FAIL,100% packet loss
434,leaf1-DC2,IP Reachability,ip reachability test p2p links,Source: leaf1-DC2_Ethernet3 - Destination: spine1-DC2_Ethernet2,FAIL,100% packet loss
435,leaf1-DC2,IP Reachability,ip reachability test p2p links,Source: leaf1-DC2_Ethernet4 - Destination: spine2-DC2_Ethernet2,FAIL,100% packet loss
436,leaf1-DC2,IP Reachability,ip reachability test p2p links,Source: leaf1-DC2_Ethernet5 - Destination: spine3-DC2_Ethernet2,FAIL,100% packet loss
437,leaf2-DC1,IP Reachability,ip reachability test p2p links,Source: leaf2-DC1_Ethernet3 - Destination: spine1-DC1_Ethernet3,FAIL,100% packet loss
438,leaf2-DC1,IP Reachability,ip reachability test p2p links,Source: leaf2-DC1_Ethernet4 - Destination: spine2-DC1_Ethernet3,FAIL,100% packet loss
439,leaf2-DC1,IP Reachability,ip reachability test p2p links,Source: leaf2-DC1_Ethernet5 - Destination: spine3-DC1_Ethernet3,FAIL,100% packet loss
440,leaf2-DC2,IP Reachability,ip reachability test p2p links,Source: leaf2-DC2_Ethernet3 - Destination: spine1-DC2_Ethernet3,FAIL,100% packet loss
441,leaf2-DC2,IP Reachability,ip reachability test p2p links,Source: leaf2-DC2_Ethernet4 - Destination: spine2-DC2_Ethernet3,FAIL,100% packet loss
442,leaf2-DC2,IP Reachability,ip reachability test p2p links,Source: leaf2-DC2_Ethernet5 - Destination: spine3-DC2_Ethernet3,FAIL,100% packet loss
443,leaf3-DC1,IP Reachability,ip reachability test p2p links,Source: leaf3-DC1_Ethernet3 - Destination: spine1-DC1_Ethernet4,FAIL,100% packet loss
444,leaf3-DC1,IP Reachability,ip reachability test p2p links,Source: leaf3-DC1_Ethernet4 - Destination: spine2-DC1_Ethernet4,FAIL,100% packet loss
445,leaf3-DC1,IP Reachability,ip reachability test p2p links,Source: leaf3-DC1_Ethernet5 - Destination: spine3-DC1_Ethernet4,FAIL,100% packet loss
446,leaf3-DC2,IP Reachability,ip reachability test p2p links,Source: leaf3-DC2_Ethernet3 - Destination: spine1-DC2_Ethernet4,FAIL,100% packet loss
447,leaf3-DC2,IP Reachability,ip reachability test p2p links,Source: leaf3-DC2_Ethernet4 - Destination: spine2-DC2_Ethernet4,FAIL,100% packet loss
448,leaf3-DC2,IP Reachability,ip reachability test p2p links,Source: leaf3-DC2_Ethernet5 - Destination: spine3-DC2_Ethernet4,FAIL,100% packet loss
449,leaf4-DC1,IP Reachability,ip reachability test p2p links,Source: leaf4-DC1_Ethernet3 - Destination: spine1-DC1_Ethernet5,FAIL,100% packet loss
450,leaf4-DC1,IP Reachability,ip reachability test p2p links,Source: leaf4-DC1_Ethernet4 - Destination: spine2-DC1_Ethernet5,FAIL,100% packet loss
451,leaf4-DC1,IP Reachability,ip reachability test p2p links,Source: leaf4-DC1_Ethernet5 - Destination: spine3-DC1_Ethernet5,FAIL,100% packet loss
452,leaf4-DC2,IP Reachability,ip reachability test p2p links,Source: leaf4-DC2_Ethernet3 - Destination: spine1-DC2_Ethernet5,FAIL,100% packet loss
453,leaf4-DC2,IP Reachability,ip reachability test p2p links,Source: leaf4-DC2_Ethernet4 - Destination: spine2-DC2_Ethernet5,FAIL,100% packet loss
454,leaf4-DC2,IP Reachability,ip reachability test p2p links,Source: leaf4-DC2_Ethernet5 - Destination: spine3-DC2_Ethernet5,FAIL,100% packet loss
455,spine1-DC1,IP Reachability,ip reachability test p2p links,Source: spine1-DC1_Ethernet2 - Destination: leaf1-DC1_Ethernet3,FAIL,100% packet loss
456,spine1-DC1,IP Reachability,ip reachability test p2p links,Source: spine1-DC1_Ethernet3 - Destination: leaf2-DC1_Ethernet3,FAIL,100% packet loss
457,spine1-DC1,IP Reachability,ip reachability test p2p links,Source: spine1-DC1_Ethernet4 - Destination: leaf3-DC1_Ethernet3,FAIL,100% packet loss
458,spine1-DC1,IP Reachability,ip reachability test p2p links,Source: spine1-DC1_Ethernet5 - Destination: leaf4-DC1_Ethernet3,FAIL,100% packet loss
459,spine1-DC1,IP Reachability,ip reachability test p2p links,Source: spine1-DC1_Ethernet6 - Destination: borderleaf1-DC1_Ethernet3,FAIL,100% packet loss
460,spine1-DC1,IP Reachability,ip reachability test p2p links,Source: spine1-DC1_Ethernet7 - Destination: borderleaf2-DC1_Ethernet3,FAIL,100% packet loss
461,spine1-DC2,IP Reachability,ip reachability test p2p links,Source: spine1-DC2_Ethernet2 - Destination: leaf1-DC2_Ethernet3,FAIL,100% packet loss
462,spine1-DC2,IP Reachability,ip reachability test p2p links,Source: spine1-DC2_Ethernet3 - Destination: leaf2-DC2_Ethernet3,FAIL,100% packet loss
463,spine1-DC2,IP Reachability,ip reachability test p2p links,Source: spine1-DC2_Ethernet4 - Destination: leaf3-DC2_Ethernet3,FAIL,100% packet loss
464,spine1-DC2,IP Reachability,ip reachability test p2p links,Source: spine1-DC2_Ethernet5 - Destination: leaf4-DC2_Ethernet3,FAIL,100% packet loss
465,spine1-DC2,IP Reachability,ip reachability test p2p links,Source: spine1-DC2_Ethernet6 - Destination: borderleaf1-DC2_Ethernet3,FAIL,100% packet loss
466,spine1-DC2,IP Reachability,ip reachability test p2p links,Source: spine1-DC2_Ethernet7 - Destination: borderleaf2-DC2_Ethernet3,FAIL,100% packet loss
467,spine2-DC1,IP Reachability,ip reachability test p2p links,Source: spine2-DC1_Ethernet2 - Destination: leaf1-DC1_Ethernet4,FAIL,100% packet loss
468,spine2-DC1,IP Reachability,ip reachability test p2p links,Source: spine2-DC1_Ethernet3 - Destination: leaf2-DC1_Ethernet4,FAIL,100% packet loss
469,spine2-DC1,IP Reachability,ip reachability test p2p links,Source: spine2-DC1_Ethernet4 - Destination: leaf3-DC1_Ethernet4,FAIL,100% packet loss
470,spine2-DC1,IP Reachability,ip reachability test p2p links,Source: spine2-DC1_Ethernet5 - Destination: leaf4-DC1_Ethernet4,FAIL,100% packet loss
471,spine2-DC1,IP Reachability,ip reachability test p2p links,Source: spine2-DC1_Ethernet6 - Destination: borderleaf1-DC1_Ethernet4,FAIL,100% packet loss
472,spine2-DC1,IP Reachability,ip reachability test p2p links,Source: spine2-DC1_Ethernet7 - Destination: borderleaf2-DC1_Ethernet4,FAIL,100% packet loss
473,spine2-DC2,IP Reachability,ip reachability test p2p links,Source: spine2-DC2_Ethernet2 - Destination: leaf1-DC2_Ethernet4,FAIL,100% packet loss
474,spine2-DC2,IP Reachability,ip reachability test p2p links,Source: spine2-DC2_Ethernet3 - Destination: leaf2-DC2_Ethernet4,FAIL,100% packet loss
475,spine2-DC2,IP Reachability,ip reachability test p2p links,Source: spine2-DC2_Ethernet4 - Destination: leaf3-DC2_Ethernet4,FAIL,100% packet loss
476,spine2-DC2,IP Reachability,ip reachability test p2p links,Source: spine2-DC2_Ethernet5 - Destination: leaf4-DC2_Ethernet4,FAIL,100% packet loss
477,spine2-DC2,IP Reachability,ip reachability test p2p links,Source: spine2-DC2_Ethernet6 - Destination: borderleaf1-DC2_Ethernet4,FAIL,100% packet loss
478,spine2-DC2,IP Reachability,ip reachability test p2p links,Source: spine2-DC2_Ethernet7 - Destination: borderleaf2-DC2_Ethernet4,FAIL,100% packet loss
479,spine3-DC1,IP Reachability,ip reachability test p2p links,Source: spine3-DC1_Ethernet2 - Destination: leaf1-DC1_Ethernet5,FAIL,100% packet loss
480,spine3-DC1,IP Reachability,ip reachability test p2p links,Source: spine3-DC1_Ethernet3 - Destination: leaf2-DC1_Ethernet5,FAIL,100% packet loss
481,spine3-DC1,IP Reachability,ip reachability test p2p links,Source: spine3-DC1_Ethernet4 - Destination: leaf3-DC1_Ethernet5,FAIL,100% packet loss
482,spine3-DC1,IP Reachability,ip reachability test p2p links,Source: spine3-DC1_Ethernet5 - Destination: leaf4-DC1_Ethernet5,FAIL,100% packet loss
483,spine3-DC1,IP Reachability,ip reachability test p2p links,Source: spine3-DC1_Ethernet6 - Destination: borderleaf1-DC1_Ethernet5,FAIL,100% packet loss
484,spine3-DC1,IP Reachability,ip reachability test p2p links,Source: spine3-DC1_Ethernet7 - Destination: borderleaf2-DC1_Ethernet5,FAIL,100% packet loss
485,spine3-DC2,IP Reachability,ip reachability test p2p links,Source: spine3-DC2_Ethernet2 - Destination: leaf1-DC2_Ethernet5,FAIL,100% packet loss
486,spine3-DC2,IP Reachability,ip reachability test p2p links,Source: spine3-DC2_Ethernet3 - Destination: leaf2-DC2_Ethernet5,FAIL,100% packet loss
487,spine3-DC2,IP Reachability,ip reachability test p2p links,Source: spine3-DC2_Ethernet4 - Destination: leaf3-DC2_Ethernet5,FAIL,100% packet loss
488,spine3-DC2,IP Reachability,ip reachability test p2p links,Source: spine3-DC2_Ethernet5 - Destination: leaf4-DC2_Ethernet5,FAIL,100% packet loss
489,spine3-DC2,IP Reachability,ip reachability test p2p links,Source: spine3-DC2_Ethernet6 - Destination: borderleaf1-DC2_Ethernet5,FAIL,100% packet loss
490,spine3-DC2,IP Reachability,ip reachability test p2p links,Source: spine3-DC2_Ethernet7 - Destination: borderleaf2-DC2_Ethernet5,FAIL,100% packet loss
491,borderleaf1-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
492,borderleaf1-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
493,borderleaf2-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
494,borderleaf2-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
495,DCI,BGP,ArBGP is configured and operating,ArBGP,PASS,
496,leaf1-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
497,leaf1-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
498,leaf2-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
499,leaf2-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
500,leaf3-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
501,leaf3-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
502,leaf4-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
503,leaf4-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
504,spine1-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
505,spine1-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
506,spine2-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
507,spine2-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
508,spine3-DC1,BGP,ArBGP is configured and operating,ArBGP,PASS,
509,spine3-DC2,BGP,ArBGP is configured and operating,ArBGP,PASS,
510,borderleaf1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.91.9,PASS,
511,borderleaf1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.24,PASS,
512,borderleaf1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.26,PASS,
513,borderleaf1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.28,PASS,
514,borderleaf1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.90.1,PASS,
515,borderleaf1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.94.9,PASS,
516,borderleaf1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.24,PASS,
517,borderleaf1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.26,PASS,
518,borderleaf1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.28,PASS,
519,borderleaf1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.90.5,PASS,
520,borderleaf2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.91.8,PASS,
521,borderleaf2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.30,PASS,
522,borderleaf2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.32,PASS,
523,borderleaf2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.34,PASS,
524,borderleaf2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.90.3,PASS,
525,borderleaf2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.94.8,PASS,
526,borderleaf2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.30,PASS,
527,borderleaf2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.32,PASS,
528,borderleaf2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.34,PASS,
529,borderleaf2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.90.7,PASS,
530,DCI,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.90.0,PASS,
531,DCI,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.90.2,PASS,
532,DCI,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.90.4,PASS,
533,DCI,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.90.6,PASS,
534,leaf1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.91.1,PASS,
535,leaf1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.0,PASS,
536,leaf1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.2,PASS,
537,leaf1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.4,PASS,
538,leaf1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.94.1,PASS,
539,leaf1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.0,PASS,
540,leaf1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.2,PASS,
541,leaf1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.4,PASS,
542,leaf2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.91.0,PASS,
543,leaf2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.6,PASS,
544,leaf2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.8,PASS,
545,leaf2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.10,PASS,
546,leaf2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.94.0,PASS,
547,leaf2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.6,PASS,
548,leaf2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.8,PASS,
549,leaf2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.10,PASS,
550,leaf3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.91.5,PASS,
551,leaf3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.12,PASS,
552,leaf3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.14,PASS,
553,leaf3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.16,PASS,
554,leaf3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.94.5,PASS,
555,leaf3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.12,PASS,
556,leaf3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.14,PASS,
557,leaf3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.16,PASS,
558,leaf4-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.91.4,PASS,
559,leaf4-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.18,PASS,
560,leaf4-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.20,PASS,
561,leaf4-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.22,PASS,
562,leaf4-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.94.4,PASS,
563,leaf4-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.18,PASS,
564,leaf4-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.20,PASS,
565,leaf4-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.22,PASS,
566,spine1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.1,PASS,
567,spine1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.7,PASS,
568,spine1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.13,PASS,
569,spine1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.19,PASS,
570,spine1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.25,PASS,
571,spine1-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.31,PASS,
572,spine1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.1,PASS,
573,spine1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.7,PASS,
574,spine1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.13,PASS,
575,spine1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.19,PASS,
576,spine1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.25,PASS,
577,spine1-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.31,PASS,
578,spine2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.3,PASS,
579,spine2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.9,PASS,
580,spine2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.15,PASS,
581,spine2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.21,PASS,
582,spine2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.27,PASS,
583,spine2-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.33,PASS,
584,spine2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.3,PASS,
585,spine2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.9,PASS,
586,spine2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.15,PASS,
587,spine2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.21,PASS,
588,spine2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.27,PASS,
589,spine2-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.33,PASS,
590,spine3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.5,PASS,
591,spine3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.11,PASS,
592,spine3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.17,PASS,
593,spine3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.23,PASS,
594,spine3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.29,PASS,
595,spine3-DC1,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.103.35,PASS,
596,spine3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.5,PASS,
597,spine3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.11,PASS,
598,spine3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.17,PASS,
599,spine3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.23,PASS,
600,spine3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.29,PASS,
601,spine3-DC2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 192.168.203.35,PASS,
602,borderleaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
603,borderleaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
604,borderleaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
605,borderleaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
606,borderleaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
607,borderleaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,PASS,
608,borderleaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
609,borderleaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
610,borderleaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
611,borderleaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
612,borderleaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
613,borderleaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,PASS,
614,DCI,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
615,DCI,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
616,DCI,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
617,DCI,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
618,DCI,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
619,DCI,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,PASS,
620,leaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
621,leaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
622,leaf1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
623,leaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
624,leaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
625,leaf1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,PASS,
626,leaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
627,leaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
628,leaf2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
629,leaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
630,leaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
631,leaf2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,PASS,
632,leaf3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
633,leaf3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
634,leaf3-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
635,leaf3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
636,leaf3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
637,leaf3-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,PASS,
638,leaf4-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.11,PASS,
639,leaf4-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.12,PASS,
640,leaf4-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.13,PASS,
641,leaf4-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.11,PASS,
642,leaf4-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.12,PASS,
643,leaf4-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.13,PASS,
644,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.99.1,PASS,
645,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.5,PASS,
646,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.6,PASS,
647,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
648,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
649,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
650,spine1-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
651,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.99.1,PASS,
652,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.5,PASS,
653,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.6,PASS,
654,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.1,PASS,
655,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.2,PASS,
656,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.3,PASS,
657,spine1-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.201.4,PASS,
658,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.99.1,PASS,
659,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.5,PASS,
660,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.6,PASS,
661,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.1,PASS,
662,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.2,PASS,
663,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.3,PASS,
664,spine2-DC1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.101.4,PASS,
665,spine2-DC2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.99.1,PASS,
